Timestamp,β,γ,δ
2020-03-02,0.0005957634331783188,0.0010137632185809682,0.000754221389412556
2020-03-03,0.00045487106028165177,0.0010140942808975063,0.0007559948897119242
2020-03-04,0.5887925974468343,0.0008724523264059121,0.000653413902862248
2020-03-05,1.5914251820315282,0.0024878269537347165,0.0005123098676359982
2020-03-06,0.3144574072468196,0.11900574151267165,0.00013601259325413904
2020-03-07,7.270142102516845e-27,0.05822699356647766,0.00012721130916855118
2020-03-08,0.5096883750856592,0.0029767101528624077,0.000111258071742027
2020-03-09,0.34102395487913795,0.0018115356546880325,0.0014883822329771132
2020-03-10,0.7242931344311994,0.001726160848666221,0.001259713377745254
2020-03-11,0.7424489919484651,0.0017827663893329711,0.0009524023549736071
2020-03-12,0.40703324878293345,0.007413505196890675,0.000705842576307431
2020-03-13,0.7363877676535776,0.0013877232748114648,0.0010320711679848642
2020-03-14,0.0016354292441365247,0.04759466437101143,0.00047700346726084735
2020-03-15,0.22881248622848238,0.0009685211985547172,0.011447913402305223
2020-03-16,0.5992696217507485,0.005073534324453311,0.003065065204599606
2020-03-17,0.7162587513520134,0.0008341600904584968,0.0008077840670381509
2020-03-18,0.9918933583454541,0.002665847311837148,0.004432870943584936
2020-03-19,0.41945914973630505,0.09650481924602805,0.0011986157245363932
2020-03-20,0.36618017767135225,0.06357946566873521,0.0010760696343120164
2020-03-21,0.36653351916509685,0.11102751193747187,0.002549494296590764
2020-03-22,0.29728508305513657,0.11905450878637278,0.0035441619541652387
2020-03-23,0.2877332608575027,0.12800505129893375,0.0049677962456479725
2020-03-24,0.2476384302836044,0.12943721712419817,0.004100464835299599
2020-03-25,0.2964664898533712,0.1329209154080577,0.006074996454925725
2020-03-26,0.2813805622519493,0.1491767034513022,0.004470708308304455
2020-03-27,0.25072005439036943,0.15387901865315579,0.013467710170672501
2020-03-28,0.2574863452103724,0.16115370005191135,0.01401680779369497
2020-03-29,0.19516018616151054,0.16327104080330704,0.005025352113946067
2020-03-30,0.2551678285886212,0.1600232281735824,0.008397138753685186
2020-03-31,0.24710063007702812,0.17613670632616388,0.012101077049054871
2020-04-01,0.1942561150375862,0.17532967225316962,0.01603791418685339
2020-04-02,0.2242603463512124,0.17305449408873777,0.02084723169627668
2020-04-03,0.27257107757264154,0.18011441179505117,0.019032129146267424
2020-04-04,0.2230818426285803,0.19293881566848087,0.01792041137405089
2020-04-05,0.18213833905034874,0.18849702303889898,0.017384020548448495
2020-04-06,0.21019142597777862,0.1846660169239923,0.019983340087185837
2020-04-07,0.21050067292279756,0.18210249711961152,0.023757595424311342
